"from_name","to_name","level","from","to","title"
"elect_td_trn","trn_pass_road_LDV>>2W and 3W","2",51,498,"supplemental info"
"refined liquids enduse","trn_pass_road_LDV>>2W and 3W","2",64,498,"supplemental info"
"trn_pass_road_LDV_4W","trn_pass_road_LDV>>4W","2",178,499,"supplemental info"
"elect_td_trn","trn_pass_road_LDV_4W>>Car","2",51,500,"supplemental info"
"H2 enduse","trn_pass_road_LDV_4W>>Car","2",92,500,"supplemental info"
"refined liquids gasoline pool","trn_pass_road_LDV_4W>>Car","2",174,500,"supplemental info"
"delivered gas","trn_pass_road_LDV_4W>>Car","2",52,500,"supplemental info"
"elect_td_trn","trn_pass_road_LDV_4W>>Large Car and Truck","2",51,501,"supplemental info"
"H2 enduse","trn_pass_road_LDV_4W>>Large Car and Truck","2",92,501,"supplemental info"
"refined liquids gasoline pool","trn_pass_road_LDV_4W>>Large Car and Truck","2",174,501,"supplemental info"
"delivered gas","trn_pass_road_LDV_4W>>Large Car and Truck","2",52,501,"supplemental info"
"elect_td_trn","trn_pass_road_LDV_4W>>Mini Car","2",51,502,"supplemental info"
"H2 enduse","trn_pass_road_LDV_4W>>Mini Car","2",92,502,"supplemental info"
"refined liquids gasoline pool","trn_pass_road_LDV_4W>>Mini Car","2",174,502,"supplemental info"
"delivered gas","trn_pass_road_LDV_4W>>Mini Car","2",52,502,"supplemental info"
"elect_td_trn","trn_shipping_intl>>International Ship","2",51,503,"supplemental info"
"H2 enduse","trn_shipping_intl>>International Ship","2",92,503,"supplemental info"
"refined liquids enduse","trn_shipping_intl>>International Ship","2",64,503,"supplemental info"
"regional natural gas","unconventional oil production>>unconventional oil production","2",44,504,"supplemental info"
"seawater","unconventional oil production>>unconventional oil production","2",71,504,"supplemental info"
"unconventional oil","unconventional oil production>>unconventional oil production","2",179,504,"supplemental info"
"water_td_pri_C","unconventional oil production>>unconventional oil production","2",102,504,"supplemental info"
"water_td_pri_W","unconventional oil production>>unconventional oil production","2",103,504,"supplemental info"
"misc emissions sources","urban processes>>aerosols","2",93,505,"supplemental info"
"misc emissions sources","urban processes>>fire_exting","2",93,506,"supplemental info"
"misc emissions sources","urban processes>>landfills","2",93,507,"supplemental info"
"misc emissions sources","urban processes>>waste_incineration","2",93,508,"supplemental info"
"misc emissions sources","urban processes>>wastewater treatment","2",93,509,"supplemental info"
"X_water consumption","water_td_an_C>>X","2",180,510,"supplemental info"
"X_water withdrawals","water_td_an_W>>X","2",181,511,"supplemental info"
"desalination","water_td_an_W>>X","2",182,511,"supplemental info"
"X_water consumption","water_td_dom_C>>X","2",180,512,"supplemental info"
"X_water withdrawals","water_td_dom_W>>X","2",181,513,"supplemental info"
"desalination","water_td_dom_W>>X","2",182,513,"supplemental info"
"X_water consumption","water_td_elec_C>>X","2",180,514,"supplemental info"
"X_water withdrawals","water_td_elec_W>>X","2",181,515,"supplemental info"
"desalination","water_td_elec_W>>X","2",182,515,"supplemental info"
"X_water consumption","water_td_ind_C>>X","2",180,516,"supplemental info"
"X_water withdrawals","water_td_ind_W>>X","2",181,517,"supplemental info"
"desalination","water_td_ind_W>>X","2",182,517,"supplemental info"
"X_water consumption","water_td_irr_X_C>>X","2",180,518,"supplemental info"
"X_water withdrawals","water_td_irr_X_W>>X","2",181,519,"supplemental info"
"X_water consumption","water_td_pri_C>>X","2",180,520,"supplemental info"
"X_water withdrawals","water_td_pri_W>>X","2",181,521,"supplemental info"
"desalination","water_td_pri_W>>X","2",182,521,"supplemental info"
"gas pipeline","wholesale gas>>wholesale gas","2",67,522,"supplemental info"
"N fertilizer","Exports_fertilizer>>N fertilizer","2",7,523,"supplemental info"
"FodderHerb","NonFoodDemand_Crops>>FodderHerb","2",27,524,"supplemental info"
"water_td_irr_X_C","Rapeseed>>Rapeseed_X","2",10,320,"supplemental info"
"water_td_irr_X_W","Rapeseed>>Rapeseed_X","2",11,320,"supplemental info"
"regional biomassOil oilcrop","oilcrop biodiesel>>oilcrop biodiesel","2",183,525,"supplemental info"
"wholesale gas","oilcrop biodiesel>>oilcrop biodiesel","2",53,525,"supplemental info"
"regional oilcrop oil","regional biomassOil oilcrop>>regional biomassOil oilcrop","2",30,526,"supplemental info"
"trn_freight","regional biomassOil oilcrop>>regional biomassOil oilcrop","2",13,526,"supplemental info"
"traded palmfruit","regional palmfruit>>imported palmfruit","2",184,527,"supplemental info"
"trn_shipping_intl","regional palmfruit>>imported palmfruit","2",116,527,"supplemental info"
"delivered gas","resid others>>gas","2",52,528,"supplemental info"
"delivered gas","trn_pass_road_LDV>>2W and 3W","2",52,498,"supplemental info"
"FeedCrops","Beef>>Pastoral","2",1,227,"supplemental info"
"FodderHerb_Residue","Beef>>Pastoral","2",4,227,"supplemental info"
"FeedCrops","Dairy>>Pastoral","2",1,230,"supplemental info"
"FodderHerb_Residue","Dairy>>Pastoral","2",4,230,"supplemental info"
"delivered gas","comm cooling>>gas","2",52,529,"supplemental info"
"delivered biomass","comm heating>>biomass","2",65,530,"supplemental info"
"elect_td_bld","comm heating>>electricity","2",62,531,"supplemental info"
"delivered gas","comm heating>>gas","2",52,532,"supplemental info"
"nuclearFuelGenII","elec_Gen_II_LWR>>Gen_II_LWR","2",185,533,"supplemental info"
"water_td_elec_C","elec_Gen_II_LWR>>Gen_II_LWR","2",69,533,"supplemental info"
"water_td_elec_W","elec_Gen_II_LWR>>Gen_II_LWR","2",70,533,"supplemental info"
"seawater","elec_Gen_II_LWR>>Gen_II_LWR","2",71,533,"supplemental info"
"elec_Gen_II_LWR","electricity>>nuclear","2",186,373,"supplemental info"
"seawater","nuclearFuelGenII>>enrichedUranium","2",71,534,"supplemental info"
"uranium","nuclearFuelGenII>>enrichedUranium","2",101,534,"supplemental info"
"water_td_pri_C","nuclearFuelGenII>>enrichedUranium","2",102,534,"supplemental info"
"water_td_pri_W","nuclearFuelGenII>>enrichedUranium","2",103,534,"supplemental info"
"regional palmfruit biodiesel","refined liquids enduse>>biodiesel","2",187,535,"supplemental info"
"trn_freight","refined liquids enduse>>biodiesel","2",13,535,"supplemental info"
"regional rapeseed biodiesel","refined liquids enduse>>biodiesel","2",188,535,"supplemental info"
"regional soybean biodiesel","refined liquids enduse>>biodiesel","2",189,535,"supplemental info"
"regional soybean oil","regional biomassOil soybean>>regional biomassOil soybean","2",33,536,"supplemental info"
"trn_freight","regional biomassOil soybean>>regional biomassOil soybean","2",13,536,"supplemental info"
"traded palmfruit biodiesel","regional palmfruit biodiesel>>imported palmfruit biodiesel","2",190,537,"supplemental info"
"traded rapeseed biodiesel","regional rapeseed biodiesel>>imported rapeseed biodiesel","2",191,538,"supplemental info"
"soybean biodiesel","regional soybean biodiesel>>domestic soybean biodiesel","2",192,539,"supplemental info"
"traded soybean biodiesel","regional soybean biodiesel>>imported soybean biodiesel","2",193,540,"supplemental info"
"delivered biomass","resid heating>>biomass","2",65,541,"supplemental info"
"elect_td_bld","resid heating>>electricity","2",62,542,"supplemental info"
"delivered gas","resid heating>>gas","2",52,543,"supplemental info"
"refined liquids enduse","resid heating>>refined liquids","2",64,544,"supplemental info"
"regional biomassOil soybean","soybean biodiesel>>soybean biodiesel","2",194,545,"supplemental info"
"wholesale gas","soybean biodiesel>>soybean biodiesel","2",53,545,"supplemental info"
"regional rapeseed","FeedCrops>>Rapeseed","2",39,546,"supplemental info"
"trn_freight","FeedCrops>>Rapeseed","2",13,546,"supplemental info"
"regional biomassOil rapeseed","rapeseed biodiesel>>rapeseed biodiesel","2",195,547,"supplemental info"
"wholesale gas","rapeseed biodiesel>>rapeseed biodiesel","2",53,547,"supplemental info"
"regional oilcrop biodiesel","refined liquids enduse>>biodiesel","2",196,535,"supplemental info"
"regional rapeseed oil","regional biomassOil rapeseed>>regional biomassOil rapeseed","2",32,548,"supplemental info"
"trn_freight","regional biomassOil rapeseed>>regional biomassOil rapeseed","2",13,548,"supplemental info"
"traded oilcrop biodiesel","regional oilcrop biodiesel>>imported oilcrop biodiesel","2",197,549,"supplemental info"
"rapeseed biodiesel","regional rapeseed biodiesel>>domestic rapeseed biodiesel","2",198,550,"supplemental info"
"delivered coal","industrial feedstocks>>coal","2",63,551,"supplemental info"
"sugar cane ethanol","regional sugar cane ethanol>>domestic sugar cane ethanol","2",199,552,"supplemental info"
"regional sugarcrop","regional sugar for ethanol>>regional sugar for ethanol","2",25,553,"supplemental info"
"trn_freight","regional sugar for ethanol>>regional sugar for ethanol","2",13,553,"supplemental info"
"regional sugar for ethanol","sugar cane ethanol>>sugar cane ethanol","2",200,554,"supplemental info"
"regional biomassOil palmfruit","palmfruit biodiesel>>palmfruit biodiesel","2",201,555,"supplemental info"
"wholesale gas","palmfruit biodiesel>>palmfruit biodiesel","2",53,555,"supplemental info"
"regional palmfruit oil","regional biomassOil palmfruit>>regional biomassOil palmfruit","2",31,556,"supplemental info"
"trn_freight","regional biomassOil palmfruit>>regional biomassOil palmfruit","2",13,556,"supplemental info"
"palmfruit biodiesel","regional palmfruit biodiesel>>domestic palmfruit biodiesel","2",202,557,"supplemental info"
"regional oilcrop oil","FeedCrops>>OilCrop oil","2",30,558,"supplemental info"
"oilcrop biodiesel","regional oilcrop biodiesel>>domestic oilcrop biodiesel","2",203,559,"supplemental info"
"delivered coal","resid heating>>coal","2",63,560,"supplemental info"
"regional palmfruit","FeedCrops>>PalmFruit","2",36,561,"supplemental info"
"trn_freight","FeedCrops>>PalmFruit","2",13,561,"supplemental info"
"regional palmfruit oil","FeedCrops>>PalmFruit oil","2",31,562,"supplemental info"
"regional soybean oil","FeedCrops>>Soybean oil","2",33,563,"supplemental info"
"delivered coal","N fertilizer>>coal","2",63,564,"supplemental info"
"land-input","UnmanagedLand>>GrasslandFires_Tibet","2",59,565,"supplemental info"
"district heat","comm heating>>district heat","2",204,566,"supplemental info"
"district heat","comm others>>district heat","2",204,567,"supplemental info"
"delivered biomass","district heat>>biomass","2",65,568,"supplemental info"
"delivered coal","district heat>>coal","2",63,569,"supplemental info"
"wholesale gas","district heat>>gas","2",53,570,"supplemental info"
"refined liquids industrial","district heat>>refined liquids","2",9,571,"supplemental info"
"district heat","industrial energy use>>district heat","2",204,572,"supplemental info"
"district heat","resid heating>>district heat","2",204,573,"supplemental info"
"district heat","resid others>>district heat","2",204,574,"supplemental info"
"regional rapeseed oil","FeedCrops>>Rapeseed oil","2",32,575,"supplemental info"
"biophysical water consumption","FodderGrass>>FodderGrass_X","2",8,246,"supplemental info"
"water_td_irr_X_C","FodderGrass>>FodderGrass_X","2",10,246,"supplemental info"
"water_td_irr_X_W","FodderGrass>>FodderGrass_X","2",11,246,"supplemental info"
"FodderGrass","NonFoodDemand_Crops>>FodderGrass","2",56,576,"supplemental info"
"land-input","UnmanagedLand>>GrasslandFires_ArcticIsl","2",59,577,"supplemental info"
"delivered gas","resid cooling>>gas","2",52,578,"supplemental info"
"Blend Wall Credit","corn ethanol>>corn ethanol","2",205,347,"supplemental info"
"elect_td_ind","regional biomassOil soybean>>regional biomassOil soybean","2",43,536,"supplemental info"
"wholesale gas","regional biomassOil soybean>>regional biomassOil soybean","2",53,536,"supplemental info"
"trn_freight","regional corn for ethanol>>regional corn for ethanol","2",13,422,"supplemental info"
"elect_td_ind","soybean biodiesel>>soybean biodiesel","2",43,545,"supplemental info"
"DDGS","traded DDGS>>X traded DDGS","2",108,579,"supplemental info"
"Beef","traded beef>>X traded beef","2",110,580,"supplemental info"
"biomass","traded biomass>>X traded biomass","2",171,581,"supplemental info"
"Corn","traded corn>>X traded corn","2",114,582,"supplemental info"
"trn_freight","traded corn>>X traded corn","2",13,582,"supplemental info"
"trn_shipping_intl","traded corn>>X traded corn","2",116,582,"supplemental info"
"corn ethanol","traded corn ethanol>>X traded corn ethanol","2",117,583,"supplemental info"
"Dairy","traded dairy>>X traded dairy","2",119,584,"supplemental info"
"FiberCrop","traded fibercrop>>X traded fibercrop","2",121,585,"supplemental info"
"trn_freight","traded fibercrop>>X traded fibercrop","2",13,585,"supplemental info"
"trn_shipping_intl","traded fibercrop>>X traded fibercrop","2",116,585,"supplemental info"
"MiscCrop","traded misccrop>>X traded misccrop","2",123,586,"supplemental info"
"trn_freight","traded misccrop>>X traded misccrop","2",13,586,"supplemental info"
"trn_shipping_intl","traded misccrop>>X traded misccrop","2",116,586,"supplemental info"
"OilCrop","traded oilcrop>>X traded oilcrop","2",128,587,"supplemental info"
"trn_freight","traded oilcrop>>X traded oilcrop","2",13,587,"supplemental info"
"trn_shipping_intl","traded oilcrop>>X traded oilcrop","2",116,587,"supplemental info"
"oilcrop biodiesel","traded oilcrop biodiesel>>X traded oilcrop biodiesel","2",203,588,"supplemental info"
"OilCrop feedcake","traded oilcrop feedcake>>X traded oilcrop feedcake","2",130,589,"supplemental info"
"OilCrop oil","traded oilcrop oil>>X traded oilcrop oil","2",132,590,"supplemental info"
"OtherGrain","traded othergrain>>X traded othergrain","2",134,591,"supplemental info"
"trn_freight","traded othergrain>>X traded othergrain","2",13,591,"supplemental info"
"trn_shipping_intl","traded othergrain>>X traded othergrain","2",116,591,"supplemental info"
"PalmFruit","traded palmfruit>>X traded palmfruit","2",136,592,"supplemental info"
"palmfruit biodiesel","traded palmfruit biodiesel>>X traded palmfruit biodiesel","2",202,593,"supplemental info"
"PalmFruit feedcake","traded palmfruit feedcake>>X traded palmfruit feedcake","2",137,594,"supplemental info"
"PalmFruit oil","traded palmfruit oil>>X traded palmfruit oil","2",139,595,"supplemental info"
"pork","traded pork>>X traded pork","2",141,596,"supplemental info"
"poultry","traded poultry>>X traded poultry","2",143,597,"supplemental info"
"Rapeseed","traded rapeseed>>X traded rapeseed","2",145,598,"supplemental info"
"trn_freight","traded rapeseed>>X traded rapeseed","2",13,598,"supplemental info"
"trn_shipping_intl","traded rapeseed>>X traded rapeseed","2",116,598,"supplemental info"
"rapeseed biodiesel","traded rapeseed biodiesel>>X traded rapeseed biodiesel","2",198,599,"supplemental info"
"Rapeseed feedcake","traded rapeseed feedcake>>X traded rapeseed feedcake","2",147,600,"supplemental info"
"Rapeseed oil","traded rapeseed oil>>X traded rapeseed oil","2",149,601,"supplemental info"
"refining","traded refined oil>>X traded refined oil","2",151,602,"supplemental info"
"Rice","traded rice>>X traded rice","2",153,603,"supplemental info"
"trn_freight","traded rice>>X traded rice","2",13,603,"supplemental info"
