"from_name","to_name","level","from","to","title"
"water_td_irr_x_w","wheat","1",161,147,"supplemental info"
"biophysical water consumption","biomass","1",159,59,"supplemental info"
"water_td_irr_x_c","biomass","1",160,59,"supplemental info"
"water_td_irr_x_w","biomass","1",161,59,"supplemental info"
"seawater","desalinated water","1",164,156,"supplemental info"
"water_td_elec_c","elec_csp_storage","1",165,43,"supplemental info"
"water_td_elec_w","elec_csp_storage","1",166,43,"supplemental info"
"water_td_elec_c","elec_gen_iii","1",165,40,"supplemental info"
"water_td_elec_w","elec_gen_iii","1",166,40,"supplemental info"
"seawater","elec_gen_iii","1",164,40,"supplemental info"
"water_td_elec_c","elec_biomass (igcc)","1",165,33,"supplemental info"
"water_td_elec_w","elec_biomass (igcc)","1",166,33,"supplemental info"
"seawater","elec_biomass (igcc)","1",164,33,"supplemental info"
"water_td_elec_c","elec_biomass (conv)","1",165,34,"supplemental info"
"water_td_elec_w","elec_biomass (conv)","1",166,34,"supplemental info"
"seawater","elec_biomass (conv)","1",164,34,"supplemental info"
"water_td_elec_c","elec_coal (igcc)","1",165,35,"supplemental info"
"water_td_elec_w","elec_coal (igcc)","1",166,35,"supplemental info"
"seawater","elec_coal (igcc)","1",164,35,"supplemental info"
"water_td_elec_c","elec_coal (conv pul)","1",165,36,"supplemental info"
"water_td_elec_w","elec_coal (conv pul)","1",166,36,"supplemental info"
"seawater","elec_coal (conv pul)","1",164,36,"supplemental info"
"water_td_elec_c","elec_gas (cc)","1",165,37,"supplemental info"
"water_td_elec_w","elec_gas (cc)","1",166,37,"supplemental info"
"seawater","elec_gas (cc)","1",164,37,"supplemental info"
"water_td_elec_c","elec_gas (steam/ct)","1",165,38,"supplemental info"
"water_td_elec_w","elec_gas (steam/ct)","1",166,38,"supplemental info"
"seawater","elec_gas (steam/ct)","1",164,38,"supplemental info"
"water_td_elec_c","elec_geothermal","1",165,39,"supplemental info"
"water_td_elec_w","elec_geothermal","1",166,39,"supplemental info"
"water_td_elec_c","elec_refined liquids (cc)","1",165,41,"supplemental info"
"water_td_elec_w","elec_refined liquids (cc)","1",166,41,"supplemental info"
"seawater","elec_refined liquids (cc)","1",164,41,"supplemental info"
"water_td_elec_c","elec_refined liquids (steam/ct)","1",165,42,"supplemental info"
"water_td_elec_w","elec_refined liquids (steam/ct)","1",166,42,"supplemental info"
"seawater","elec_refined liquids (steam/ct)","1",164,42,"supplemental info"
"water_td_elec_c","electricity","1",165,45,"supplemental info"
"water_td_elec_w","electricity","1",166,45,"supplemental info"
"water_td_muni_c","municipal water","1",167,220,"supplemental info"
"water_td_muni_w","municipal water","1",168,220,"supplemental info"
"seawater","nuclearfuelgeniii","1",164,4,"supplemental info"
"water_td_pri_c","nuclearfuelgeniii","1",169,4,"supplemental info"
"water_td_pri_w","nuclearfuelgeniii","1",170,4,"supplemental info"
"water_td_ind_c","other industry","1",162,197,"supplemental info"
"water_td_ind_w","other industry","1",163,197,"supplemental info"
"seawater","regional coal","1",164,26,"supplemental info"
"water_td_pri_c","regional coal","1",169,26,"supplemental info"
"water_td_pri_w","regional coal","1",170,26,"supplemental info"
"seawater","regional oil","1",164,52,"supplemental info"
"water_td_pri_c","regional oil","1",169,52,"supplemental info"
"water_td_pri_w","regional oil","1",170,52,"supplemental info"
"x_water consumption","water_td_an_c","1",171,157,"supplemental info"
"x_water withdrawals","water_td_an_w","1",172,158,"supplemental info"
"x_water consumption","water_td_elec_c","1",171,165,"supplemental info"
"x_water withdrawals","water_td_elec_w","1",172,166,"supplemental info"
"x_water consumption","water_td_ind_c","1",171,162,"supplemental info"
"x_desalinated water","water_td_ind_w","1",173,163,"supplemental info"
"industrial wastewater treatment","water_td_ind_w","1",174,163,"supplemental info"
"x_water withdrawals","water_td_ind_w","1",172,163,"supplemental info"
"industrial water abstraction","water_td_ind_w","1",175,163,"supplemental info"
"industrial water treatment","water_td_ind_w","1",176,163,"supplemental info"
"x_water consumption","water_td_irr_x_c","1",171,160,"supplemental info"
"x_water withdrawals","water_td_irr_x_w","1",172,161,"supplemental info"
"irrigation water abstraction","water_td_irr_x_w","1",177,161,"supplemental info"
"x_water consumption","water_td_muni_c","1",171,167,"supplemental info"
"x_desalinated water","water_td_muni_w","1",173,168,"supplemental info"
"municipal wastewater treatment","water_td_muni_w","1",178,168,"supplemental info"
"municipal water distribution","water_td_muni_w","1",179,168,"supplemental info"
"x_water withdrawals","water_td_muni_w","1",172,168,"supplemental info"
"municipal water abstraction","water_td_muni_w","1",180,168,"supplemental info"
"municipal water treatment","water_td_muni_w","1",181,168,"supplemental info"
"x_water consumption","water_td_pri_c","1",171,169,"supplemental info"
"x_water withdrawals","water_td_pri_w","1",172,170,"supplemental info"
"water_td_elec_c","elec_csp","1",165,66,"supplemental info"
"water_td_elec_w","elec_csp","1",166,66,"supplemental info"
"water_td_irr_x_c","oilpalm","1",160,127,"supplemental info"
"water_td_irr_x_w","oilpalm","1",161,127,"supplemental info"
"water_td_elec_c","elec_gen_ii_lwr","1",165,68,"supplemental info"
"water_td_elec_w","elec_gen_ii_lwr","1",166,68,"supplemental info"
"seawater","elec_gen_ii_lwr","1",164,68,"supplemental info"
"seawater","nuclearfuelgenii","1",164,67,"supplemental info"
"water_td_pri_c","nuclearfuelgenii","1",169,67,"supplemental info"
"water_td_pri_w","nuclearfuelgenii","1",170,67,"supplemental info"
"biophysical water consumption","foddergrass","1",159,101,"supplemental info"
"water_td_irr_x_c","foddergrass","1",160,101,"supplemental info"
"water_td_irr_x_w","foddergrass","1",161,101,"supplemental info"
"trn_pass_road","trn_pass","1",182,203,"supplemental info"
"trn_pass_road_ldv","trn_pass_road","1",183,182,"supplemental info"
"trn_pass_road_ldv_4w","trn_pass_road_ldv","1",184,183,"supplemental info"
"trn_freight_road","h2 liquid truck","1",185,10,"supplemental info"
"trn_freight_road","trn_freight","1",185,202,"supplemental info"
"land-input","unmanagedland","1",186,221,"supplemental info"
"misc emissions sources","industrial processes","1",187,188,"supplemental info"
"industrial processes","other industry","1",188,197,"supplemental info"
"misc emissions sources","urban processes","1",187,222,"supplemental info"
"elect_td_ind","h2 central production>>biomass","2",1,223,"supplemental info"
"regional biomass","h2 central production>>biomass","2",2,223,"supplemental info"
"regional natural gas","h2 central production>>biomass","2",3,223,"supplemental info"
"elect_td_ind","h2 central production>>electricity","2",1,224,"supplemental info"
"elect_td_ind","h2 central production>>gas","2",1,225,"supplemental info"
"regional natural gas","h2 central production>>gas","2",3,225,"supplemental info"
"nuclearfuelgeniii","h2 central production>>nuclear","2",4,226,"supplemental info"
"global solar resource","h2 central production>>solar","2",5,227,"supplemental info"
"onshore wind resource","h2 central production>>wind","2",6,228,"supplemental info"
"h2 wholesale delivery","h2 industrial>>h2 delivery","2",7,229,"supplemental info"
"elect_td_ind","h2 industrial>>forecourt production","2",1,230,"supplemental info"
"h2 central production","h2 liquid truck>>h2 liquid truck","2",8,231,"supplemental info"
"elect_td_ind","h2 liquid truck>>h2 liquid truck","2",1,231,"supplemental info"
"h2 central production","h2 pipeline>>h2 pipeline","2",8,232,"supplemental info"
"elect_td_ind","h2 pipeline>>h2 pipeline","2",1,232,"supplemental info"
"h2 wholesale delivery","h2 retail delivery>>h2 retail delivery","2",7,233,"supplemental info"
"h2 wholesale dispensing","h2 retail dispensing>>h2 retail dispensing","2",9,234,"supplemental info"
"h2 liquid truck","h2 wholesale delivery>>h2 liquid truck","2",10,235,"supplemental info"
"h2 pipeline","h2 wholesale delivery>>h2 pipeline","2",11,236,"supplemental info"
"h2 liquid truck","h2 wholesale dispensing>>h2 delivery","2",10,237,"supplemental info"
"elect_td_trn","h2 wholesale dispensing>>h2 delivery","2",12,237,"supplemental info"
"h2 pipeline","h2 wholesale dispensing>>h2 delivery","2",11,237,"supplemental info"
"elect_td_trn","h2 wholesale dispensing>>forecourt production","2",12,238,"supplemental info"
"delivered gas","h2 wholesale dispensing>>forecourt production","2",13,238,"supplemental info"
"wholesale gas","n fertilizer>>gas","2",14,239,"supplemental info"
"h2 industrial","n fertilizer>>hydrogen","2",15,240,"supplemental info"
"wholesale gas","n fertilizer>>hydrogen","2",14,240,"supplemental info"
"refined liquids industrial","n fertilizer>>refined liquids","2",16,241,"supplemental info"
"elect_td_ind","agricultural energy use>>mobile","2",1,242,"supplemental info"
"h2 wholesale dispensing","agricultural energy use>>mobile","2",9,242,"supplemental info"
"refined liquids industrial","agricultural energy use>>mobile","2",16,242,"supplemental info"
"delivered biomass","agricultural energy use>>stationary","2",17,243,"supplemental info"
"refined liquids industrial","agricultural energy use>>stationary","2",16,243,"supplemental info"
"wholesale gas","backup_electricity>>gas","2",14,244,"supplemental info"
"bio_externality_cost","biomass>>biomassgrass_x","2",18,245,"supplemental info"
"bio_externality_cost","biomass>>biomasstree_x","2",18,246,"supplemental info"
"elect_td_ind","cement>>cement","2",1,247,"supplemental info"
"process heat cement","cement>>cement","2",19,247,"supplemental info"
"elect_td_bld","comm cooling>>electricity","2",20,248,"supplemental info"
"delivered coal","comm heating>>coal","2",21,249,"supplemental info"
"refined liquids enduse","comm heating>>refined liquids","2",22,250,"supplemental info"
"delivered biomass","comm others>>biomass","2",17,251,"supplemental info"
"delivered coal","comm others>>coal","2",21,252,"supplemental info"
"elect_td_bld","comm others>>electricity","2",20,253,"supplemental info"
"delivered gas","comm others>>gas","2",13,254,"supplemental info"
"h2 retail delivery","comm others>>gas","2",23,254,"supplemental info"
"refined liquids enduse","comm others>>refined liquids","2",22,255,"supplemental info"
"construction energy use","construction>>construction","2",24,256,"supplemental info"
"construction feedstocks","construction>>construction","2",25,256,"supplemental info"
"elect_td_ind","construction energy use>>mobile","2",1,257,"supplemental info"
"h2 wholesale dispensing","construction energy use>>mobile","2",9,257,"supplemental info"
"refined liquids industrial","construction energy use>>mobile","2",16,257,"supplemental info"
"refined liquids industrial","construction energy use>>stationary","2",16,258,"supplemental info"
"refined liquids industrial","construction feedstocks>>refined liquids","2",16,259,"supplemental info"
"regional biomass","delivered biomass>>delivered biomass","2",2,260,"supplemental info"
"regional coal","delivered coal>>delivered coal","2",26,261,"supplemental info"
"gas pipeline","delivered gas>>delivered gas","2",27,262,"supplemental info"
"elect_td_ind","desalinated water>>electricity","2",1,263,"supplemental info"
"wholesale gas","desalinated water>>gas","2",14,264,"supplemental info"
"refined liquids industrial","desalinated water>>refined liquids","2",16,265,"supplemental info"
"global solar resource","elec_csp_storage>>csp_storage","2",5,266,"supplemental info"
"nuclearfuelgeniii","elec_gen_iii>>gen_iii","2",4,267,"supplemental info"
"regional biomass","elec_biomass (igcc)>>biomass (igcc)","2",2,268,"supplemental info"
"regional biomass","elec_biomass (conv)>>biomass (conv)","2",2,269,"supplemental info"
"regional coal","elec_coal (igcc)>>coal (igcc)","2",26,270,"supplemental info"
"regional coal","elec_coal (conv pul)>>coal (conv pul)","2",26,271,"supplemental info"
"wholesale gas","elec_gas (cc)>>gas (cc)","2",14,272,"supplemental info"
"wholesale gas","elec_gas (steam/ct)>>gas (steam/ct)","2",14,273,"supplemental info"
"geothermal","elec_geothermal>>geothermal","2",28,274,"supplemental info"
"oil-credits","elec_refined liquids (cc)>>refined liquids (cc)","2",29,275,"supplemental info"
"refined liquids industrial","elec_refined liquids (cc)>>refined liquids (cc)","2",16,275,"supplemental info"
"oil-credits","elec_refined liquids (steam/ct)>>refined liquids (steam/ct)","2",29,276,"supplemental info"
"refined liquids industrial","elec_refined liquids (steam/ct)>>refined liquids (steam/ct)","2",16,276,"supplemental info"
"electricity_net_ownuse","elect_td_bld>>elect_td_bld","2",30,277,"supplemental info"
"backup_electricity","elect_td_bld>>rooftop_pv","2",31,278,"supplemental info"
"distributed_solar","elect_td_bld>>rooftop_pv","2",32,278,"supplemental info"
"electricity_net_ownuse","elect_td_ind>>elect_td_ind","2",30,279,"supplemental info"
"electricity_net_ownuse","elect_td_trn>>elect_td_trn","2",30,280,"supplemental info"
"elec_biomass (igcc)","electricity>>biomass","2",33,281,"supplemental info"
"elec_biomass (conv)","electricity>>biomass","2",34,281,"supplemental info"
"elec_coal (igcc)","electricity>>coal","2",35,282,"supplemental info"
